446.65 284.609 239.923 204.081 187.996 163.321 104.243 24.8421 19.781 15.8712 15.2576 14.275 13.9334 13.9294
137.816 137.816 137.816 137.816 137.816 137.802 103.18 22.307 15.4073 13.9455 11.1857 10.3574 9.95374 9.94959
107.646 107.646 107.646 107.646 107.646 100.608 90.8934 17.2892 12.8511 10.8867 8.76859 7.25019 6.9686 6.96471
182.524 182.524 182.524 182.524 180.12 131.156 82.152 13.6936 13.3739 10.5326 8.79677 7.36293 6.96891 6.96471
158.159 158.159 158.159 158.159 158.159 155.937 103.873 22.6032 14.3742 11.6248 9.56302 8.44378 7.96383 7.95967
198.561 198.561 198.561 198.561 184.01 134.986 103.052 19.6622 16.4303 12.779 11.6245 10.3625 9.95408 9.94959
153.444 153.444 153.444 153.444 153.444 153.444 81.3157 18.9693 15.9222 13.1437 11.8519 10.4475 9.95418 9.94959
110.173 110.173 110.173 110.173 110.173 110.173 104.386 22.2763 13.9942 13.9942 11.8311 10.3823 9.95324 9.94959
184.644 184.644 184.644 184.644 171.516 147.743 107.107 25.3231 21.3393 18.7183 16.2388 15.3655 14.9278 14.9244
205.964 205.964 205.964 205.964 198.453 151.309 91.3624 22.1124 16.5846 15.769 13.2743 12.425 11.9434 11.9395
205.986 205.986 205.986 205.986 174.836 156.848 91.387 20.511 14.9313 12.4781 10.5238 9.41697 8.95873 8.95463
153.46 153.46 153.46 153.46 153.46 145.292 91.9753 21.5383 16.0654 14.1208 12.3039 11.4163 10.9488 10.9445
160.426 160.426 160.426 160.426 160.426 153.034 69.6325 23.6991 18.1233 17.7436 15.0756 14.3369 13.9335 13.9294
118.947 118.947 118.947 118.947 118.947 118.947 104.348 35.2806 28.7828 25.7663 24.1152 23.1191 22.888 22.884
191.369 191.369 191.369 191.369 185.817 162.327 81.8213 20.8394 18.5489 16.931 14.7994 13.399 12.9377 12.9345
151.321 151.321 151.321 151.321 151.321 129.191 54.9965 18.0383 13.0533 12.3989 10.2407 9.41017 8.95841 8.95463
189.76 189.76 189.76 187.975 176.033 138.546 108.107 26.6005 16.0561 14.3479 12.9024 11.2164 10.9486 10.9445
151.146 151.146 151.146 151.146 151.146 149.367 110.924 22.7679 17.6427 14.2273 12.4129 11.3626 10.9482 10.9445
113.317 113.317 113.317 113.317 113.317 113.317 93.3491 30.462 27.5575 25.3131 23.4192 22.3528 21.8934 21.8891
107.431 107.431 107.431 107.431 107.431 107.431 85.9878 37.2487 26.804 24.1239 23.8446 22.3471 21.8936 21.8891
107.431 107.431 107.431 107.431 107.431 107.431 84.7977 29.8773 27.7822 25.6053 23.4649 22.3996 21.8926 21.8891
107.431 107.431 107.431 107.431 107.431 107.431 71.6187 33.9273 27.2662 25.2066 23.5101 22.2848 21.8917 21.8891
107.431 107.431 107.431 107.431 107.431 98.3464 86.7409 20.138 13.4204 10.7901 9.67541 8.40463 7.96349 7.95967
137.426 137.426 137.426 137.426 137.426 123.782 37.0263 14.1617 12.4008 9.94024 7.90428 7.40032 6.96919 6.96471
175.609 175.609 175.609 175.609 175.609 157.064 109.285 22.2445 15.0364 13.0715 11.5667 10.4184 9.95279 9.94959
88.4602 88.4602 88.4602 88.4602 88.4602 88.4602 61.8971 17.0424 13.0305 12.1005 9.68536 8.41769 7.96421 7.95967
193.373 193.373 193.373 193.373 178.58 148.771 86.9788 21.4451 17.425 15.5255 13.7296 12.3385 11.9442 11.9395
